AgentCode,PeriodStart,PeriodEnd,RetentionRate_adj,SubmissionQuality,LossRatio_adj,RewrittenPolicyRatio,LRadj_BENEFIT_inverted,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount,Bound,Quoted,Submitted,RetentionRate_raw,RetentionRate_raw,CommissionRatio_raw,LossRatio_raw,LossRatio_raw,LR_base,RetentionRate_raw,RetentionRate_raw,RetentionRate,RetentionRate_was_clipped_low,RetentionRate_was_clipped_high,LossRatio_raw,LossRatio_raw,LossRatio,LossRatio_was_clipped_low,LossRatio_was_clipped_high,RewrittenPolicyRatio_raw,RewrittenPolicyRatio_raw,RewrittenPolicyRatio_raw,RewrittenPolicyRatio_raw,RewrittenPolicyRatio_was_clipped_low,RewrittenPolicyRatio_was_clipped_high,SubmissionQuality_raw,SubmissionQuality_raw,SubmissionQuality_raw,SubmissionQuality_raw,SubmissionQuality_was_clipped_low,SubmissionQuality_was_clipped_high,EarnedPremium_was_winsor_low,EarnedPremium_was_winsor_high,IncurredLoss_was_winsor_low,IncurredLoss_was_winsor_high,CommissionAmount_was_winsor_low,CommissionAmount_was_winsor_high,CommissionWrittenPremium_was_winsor_low,CommissionWrittenPremium_was_winsor_high,EP_percentile_peer,EP_utility_peer,EP_decile_peer
120010,2025-04-01,2026-03-31,0.7992,0.2927,0.702,0.0,0.298,30723.989999999998,16330.849999999999,3998.3,30417.02,12,7,12,4,0,12.0,30.0,41.0,0.5833333333333334,0.5833333333333334,0.13144943192988662,0.5315341529534413,0.5315341529534413,0.5846826474557906,0.5833333333333334,0.5833333333333334,0.5833,0,0,0.5315341529534413,0.5315341529534413,0.5315,0,0,0.0,0.0,0.0,0.0,0,0,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0.6511627906976745,0.9409239705781801,7
120011,2025-04-01,2026-03-31,0.7219,0.4,0.5493,0.0,0.4507,23319.4,0.0,2625.11,22166.440000000002,14,6,14,6,0,14.0,28.0,35.0,0.42857142857142855,0.42857142857142855,0.11842722602276233,0.0,0.0,0.3363038448325103,0.42857142857142855,0.42857142857142855,0.4286,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.4152823920265781,0.915813938815469,5
120012,2025-04-01,2026-03-31,0.841,0.3077,0.5683,0.0,0.4317,23467.53,960.71,2507.21,23012.2,12,8,12,3,0,12.0,26.0,39.0,0.6666666666666666,0.6666666666666666,0.1089513388550421,0.04093784049706126,0.04093784049706126,0.35509773244066695,0.6666666666666666,0.6666666666666666,0.6667,0,0,0.04093784049706126,0.04093784049706126,0.0409,0,0,0.0,0.0,0.0,0.0,0,0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0.4219269102990033,0.9163905280595239,5
120013,2025-04-01,2026-03-31,0.8485,0.3421,0.4811,0.0,0.5189,43703.06,1738.9499999999998,4235.94,40209.1,13,9,13,3,0,13.0,27.0,38.0,0.6923076923076923,0.6923076923076923,0.10534779440474917,0.03979011995956347,0.03979011995956347,0.2618362267997961,0.6923076923076923,0.6923076923076923,0.6923,0,0,0.03979011995956347,0.03979011995956347,0.0398,0,0,0.0,0.0,0.0,0.0,0,0,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.34210526315789475,0,0,0,0,0,0,0,0,0,0,0.867109634551495,0.9730108544721712,9
120014,2025-04-01,2026-03-31,0.7142,0.3659,0.6761,0.0,0.3239,42508.06,19037.09,5894.16,42508.06,15,6,15,9,0,15.0,34.0,41.0,0.4,0.4,0.1386598212197875,0.4478465966219113,0.4478465966219113,0.5227092883427549,0.4,0.4,0.4,0,0,0.4478465966219113,0.4478465966219113,0.4478,0,0,0.0,0.0,0.0,0.0,0,0,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0,0,0,0,0,0,0,0,0,0,0.8438538205980066,0.9704862837867642,9
120015,2025-04-01,2026-03-31,0.7673,0.3,0.6707,0.0,0.3293,34194.46,14000.63,2136.25,20783.51,12,6,12,4,0,12.0,28.0,40.0,0.5,0.5,0.10278581433068813,0.40944147092833166,0.40944147092833166,0.5110381951283954,0.5,0.5,0.5,0,0,0.40944147092833166,0.40944147092833166,0.4094,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.7209302325581395,0.9506690673039264,8
120016,2025-04-01,2026-03-31,0.6645,0.3529,0.6516,0.0,0.3484,9113.369999999999,0.0,1102.3,8782.529999999999,6,2,6,3,0,6.0,16.0,17.0,0.3333333333333333,0.3333333333333333,0.12551053056465508,0.0,0.0,0.4763528200233516,0.3333333333333333,0.3333333333333333,0.3333,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0.03322259136212625,0.8302637495323539,1
120017,2025-04-01,2026-03-31,0.8831,0.3333,0.5098,0.0,0.4902,30656.670000000002,0.0,3798.72,25102.02,12,9,12,1,0,12.0,29.0,36.0,0.75,0.75,0.1513312474454247,0.0,0.0,0.29196859963055644,0.75,0.75,0.75,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.6478405315614618,0.9407242311725248,7
120018,2025-04-01,2026-03-31,0.779,0.3667,0.498,0.0,0.502,36401.08,789.48,3220.41,31139.1,11,6,11,3,0,11.0,24.0,30.0,0.5454545454545454,0.5454545454545454,0.10342013738354673,0.021688367487997608,0.021688367487997608,0.2775110796096746,0.5454545454545454,0.5454545454545454,0.5455,0,0,0.021688367487997608,0.021688367487997608,0.0217,0,0,0.0,0.0,0.0,0.0,0,0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0.7508305647840532,0.9563634237306481,8
120019,2025-04-01,2026-03-31,0.8977,0.3571,0.6564,0.0,0.3436,39496.44,14829.66,5457.05,39077.1,10,8,10,1,0,10.0,25.0,28.0,0.8,0.8,0.1396482850569771,0.3754682700516806,0.3754682700516806,0.4818817906848812,0.8,0.8,0.8,0,0,0.3754682700516806,0.3754682700516806,0.3755,0,0,0.0,0.0,0.0,0.0,0,0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0.8006644518272426,0.9637949541452673,9
120020,2025-04-01,2026-03-31,0.8888,0.3214,0.5735,0.0,0.4265,22525.03,904.43,2902.12,20758.440000000002,9,7,9,1,0,9.0,18.0,28.0,0.7777777777777778,0.7777777777777778,0.13980433982515061,0.04015222177284559,0.04015222177284559,0.3609556900858348,0.7777777777777778,0.7777777777777778,0.7778,0,0,0.04015222177284559,0.04015222177284559,0.0402,0,0,0.0,0.0,0.0,0.0,0,0,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,0,0,0,0,0,0,0,0,0,0,0.3920265780730897,0.9126580190474408,4
120021,2025-04-01,2026-03-31,0.781,0.4091,0.5034,0.0,0.4966,32053.68,0.0,2534.55,20858.1,9,5,9,3,0,9.0,15.0,22.0,0.5555555555555556,0.5555555555555556,0.12151394422310759,0.0,0.0,0.2848194892949938,0.5555555555555556,0.5555555555555556,0.5556,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0,0,0,0,0,0,0,0,0,0,0.6810631229235881,0.9447819641983584,7
120022,2025-04-01,2026-03-31,0.7928,0.35,0.5205,0.0,0.4795,28273.640000000003,0.0,2813.94,28055.06,7,4,7,2,0,7.0,17.0,20.0,0.5714285714285714,0.5714285714285714,0.10030062313179869,0.0,0.0,0.3050289036003547,0.5714285714285714,0.5714285714285714,0.5714,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0.5913621262458472,0.933355747958835,6
120023,2025-04-01,2026-03-31,0.8076,0.2778,0.4741,0.0,0.5259,38313.6,0.0,3732.82,32764.38,10,6,10,1,0,10.0,27.0,36.0,0.6,0.6,0.11392921215051223,0.0,0.0,0.25665891688357634,0.6,0.6,0.6,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0.7807308970099668,0.9610262418272559,8
120024,2025-04-01,2026-03-31,0.8455,0.375,0.7377,0.0,0.2623,14576.32,15718.01,1944.0900000000001,14576.32,6,4,6,2,0,6.0,13.0,16.0,0.6666666666666666,0.6666666666666666,0.1333731696340366,1.0783249818884328,1.0783249818884328,0.8077560015686148,0.6666666666666666,0.6666666666666666,0.6667,0,0,1.0783249818884328,1.0783249818884328,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0.15614617940199335,0.873027597594731,2
120025,2025-04-01,2026-03-31,0.8698,0.3235,0.7049,0.0,0.2951,34850.1,20011.79,2739.87,20596.79,11,8,11,2,0,11.0,26.0,34.0,0.7272727272727273,0.7272727272727273,0.13302412657506338,0.5742247511484903,0.5742247511484903,0.6058768489944044,0.7272727272727273,0.7272727272727273,0.7273,0,0,0.5742247511484903,0.5742247511484903,0.5742,0,0,0.0,0.0,0.0,0.0,0,0,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0,0,0,0,0,0,0,0,0,0,0.7308970099667774,0.952398491875831,8
120026,2025-04-01,2026-03-31,0.8268,0.2895,0.6783,0.0,0.3217,23471.510000000002,9482.85,2711.46,22910.89,11,7,11,3,0,11.0,23.0,38.0,0.6363636363636364,0.6363636363636364,0.1183480868704795,0.4040153360393089,0.4040153360393089,0.5308860813290116,0.6363636363636364,0.6363636363636364,0.6364,0,0,0.4040153360393089,0.4040153360393089,0.404,0,0,0.0,0.0,0.0,0.0,0,0,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0,0,0,0,0,0,0,0,0,0,0.42524916943521596,0.9164059697748608,5
120027,2025-04-01,2026-03-31,0.7107,0.3448,0.5047,0.0,0.4953,31275.17,0.0,1960.1599999999999,17159.38,10,4,10,5,0,10.0,22.0,29.0,0.4,0.4,0.11423256551227373,0.0,0.0,0.2887596785580568,0.4,0.4,0.4,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.3448275862068966,0,0,0,0,0,0,0,0,0,0,0.6677740863787376,0.9425430578286019,7
120028,2025-04-01,2026-03-31,0.847,0.3714,0.4223,0.5,0.5777,62504.36,1884.42,8516.95,62351.05,13,9,13,2,1,13.0,23.0,35.0,0.6923076923076923,0.6923076923076923,0.13659673734443928,0.030148616832489768,0.030148616832489768,0.030148616832489768,0.6923076923076923,0.6923076923076923,0.6923,0,0,0.030148616832489768,0.030148616832489768,0.0301,0,0,0.5,0.5,0.5,0.5,0,0,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.37142857142857144,0,0,0,0,0,0,0,0,0,0,0.9700996677740864,1.0,10
120029,2025-04-01,2026-03-31,0.807,0.4348,0.5979,0.0,0.4021,15744.21,0.0,1737.46,14782.72,10,6,10,2,0,10.0,17.0,23.0,0.6,0.6,0.11753317386786735,0.0,0.0,0.39882967420401577,0.6,0.6,0.6,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0,0,0,0,0,0,0,0,0,0,0.19601328903654486,0.8800456494268466,2
120030,2025-04-01,2026-03-31,0.8148,0.3421,0.5752,0.0,0.4248,21649.15,795.15,2852.62,21022.68,13,8,13,4,0,13.0,31.0,38.0,0.6153846153846154,0.6153846153846154,0.1356924997193507,0.03672892469219345,0.03672892469219345,0.36539036616958726,0.6153846153846154,0.6153846153846154,0.6154,0,0,0.03672892469219345,0.03672892469219345,0.0367,0,0,0.0,0.0,0.0,0.0,0,0,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.34210526315789475,0,0,0,0,0,0,0,0,0,0,0.37209302325581395,0.9090465945038563,4
120031,2025-04-01,2026-03-31,0.8777,0.3333,0.6614,0.0,0.3386,8450.01,0.0,1016.79,8450.01,4,3,4,1,0,4.0,9.0,12.0,0.75,0.75,0.12033003511238448,0.0,0.0,0.4857995558147815,0.75,0.75,0.75,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.019933554817275746,0.8233825603172652,1
120032,2025-04-01,2026-03-31,0.8168,0.3333,0.6604,0.0,0.3396,9353.759999999998,434.96000000000004,1058.17,8402.45,8,5,8,1,0,8.0,21.0,24.0,0.625,0.625,0.12593588774702616,0.04650108619421496,0.04650108619421496,0.4856807522670008,0.625,0.625,0.625,0,0,0.04650108619421496,0.04650108619421496,0.0465,0,0,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.03986710963455149,0.8326343570760553,1
120033,2025-04-01,2026-03-31,0.8128,0.3714,0.4861,0.0,0.5139,45842.83,2669.0200000000004,4984.4,45842.83,13,8,13,5,0,13.0,25.0,35.0,0.6153846153846154,0.6153846153846154,0.10872801700942109,0.05822110022439715,0.05822110022439715,0.2670562426712767,0.6153846153846154,0.6153846153846154,0.6154,0,0,0.05822110022439715,0.05822110022439715,0.0582,0,0,0.0,0.0,0.0,0.0,0,0,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.37142857142857144,0,0,0,0,0,0,0,0,0,0,0.9036544850498339,0.9773635630607104,10
120034,2025-04-01,2026-03-31,0.7439,0.2979,0.5293,0.3333,0.4707,27146.670000000002,0.0,4021.71,25646.72,14,7,14,3,1,14.0,35.0,47.0,0.5,0.5,0.1568118652209717,0.0,0.0,0.3116210488608381,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.2978723404255319,0,0,0,0,0,0,0,0,0,0,0.5481727574750831,0.9296519031910296,6
120035,2025-04-01,2026-03-31,0.7934,0.3333,0.6021,0.0,0.3979,15431.35,0.0,2272.08,15431.35,7,4,7,3,0,7.0,17.0,21.0,0.5714285714285714,0.5714285714285714,0.1472379279842658,0.0,0.0,0.4019158400597556,0.5714285714285714,0.5714285714285714,0.5714,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.18604651162790697,0.8782180219796519,2
120036,2025-04-01,2026-03-31,0.6014,0.2703,0.5445,0.0,0.4555,24126.91,0.0,1647.99,13636.23,10,2,10,6,0,10.0,29.0,37.0,0.2,0.2,0.1208537843670868,0.0,0.0,0.3307759433679016,0.2,0.2,0.2,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0,0,0,0,0,0,0,0,0,0,0.45182724252491696,0.9189137430818115,5
120037,2025-04-01,2026-03-31,0.8122,0.3158,0.4087,0.1667,0.5913,76712.69,0.0,8516.95,65948.89,18,11,18,6,1,18.0,47.0,57.0,0.6111111111111112,0.6111111111111112,0.11848879996474543,0.0,0.0,0.0,0.6111111111111112,0.6111111111111112,0.6111,0,0,0.0,0.0,0.0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0,0,0,1,0,0,0,1,0,1,0.9950166112956811,1.0,10
120038,2025-04-01,2026-03-31,0.8317,0.3256,0.3901,0.0,0.6099,53351.81,0.0,5055.92,39648.01,14,9,14,2,0,14.0,34.0,43.0,0.6428571428571429,0.6428571428571429,0.12752014539947906,0.0,0.0,0.0,0.6428571428571429,0.6428571428571429,0.6429,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.32558139534883723,0.32558139534883723,0.32558139534883723,0.32558139534883723,0,0,0,0,0,0,0,0,0,0,0.9335548172757475,0.9911763323197642,10
120039,2025-04-01,2026-03-31,0.7496,0.3478,0.6442,0.0,0.3558,23472.26,6491.209999999999,2776.58,23472.26,8,4,8,4,0,8.0,15.0,23.0,0.5,0.5,0.11829197529338888,0.2765481466207344,0.2765481466207344,0.46915926758933874,0.5,0.5,0.5,0,0,0.2765481466207344,0.2765481466207344,0.2765,0,0,0.0,0.0,0.0,0.0,0,0,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.34782608695652173,0,0,0,0,0,0,0,0,0,0,0.42857142857142855,0.916408879352652,5
120040,2025-04-01,2026-03-31,0.6879,0.32,0.6071,0.0,0.3929,14938.66,0.0,1360.31,14485.86,8,3,8,4,0,8.0,21.0,25.0,0.375,0.375,0.09390605735524159,0.0,0.0,0.406873941188813,0.375,0.375,0.375,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.16611295681063123,0.8752633893565288,2
120041,2025-04-01,2026-03-31,0.7519,0.359,0.7206,0.0,0.2794,22216.25,15707.9,2390.27,20501.0,14,7,14,3,0,14.0,29.0,39.0,0.5,0.5,0.11659284912931077,0.7070455184830923,0.7070455184830923,0.676841129907606,0.5,0.5,0.5,0,0,0.7070455184830923,0.7070455184830923,0.707,0,0,0.0,0.0,0.0,0.0,0,0,0.358974358974359,0.358974358974359,0.358974358974359,0.358974358974359,0,0,0,0,0,0,0,0,0,0,0.38205980066445183,0.9114011402035931,4
120042,2025-04-01,2026-03-31,0.8044,0.3571,0.7469,0.0,0.2531,15038.78,20684.73,1583.1100000000001,11527.130000000001,10,6,10,2,0,10.0,17.0,28.0,0.6,0.6,0.13733774148465402,1.3754260651462418,1.3754260651462418,0.9224739115427593,0.6,0.6,0.6,0,0,1.3754260651462418,1.3754260651462418,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0.17275747508305647,0.8758716141445007,2
120043,2025-04-01,2026-03-31,0.8241,0.3793,0.4828,0.0,0.5172,36676.54,0.0,3793.42,36436.229999999996,11,7,11,3,0,11.0,25.0,29.0,0.6363636363636364,0.6363636363636364,0.10411121018832081,0.0,0.0,0.26347132961738773,0.6363636363636364,0.6363636363636364,0.6364,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.3793103448275862,0,0,0,0,0,0,0,0,0,0,0.7574750830564784,0.9570499062706399,8
120044,2025-04-01,2026-03-31,0.8951,0.2857,0.7702,0.0,0.2298,40492.05,90593.51999999999,2865.9700000000003,22709.24,14,11,14,1,0,14.0,36.0,49.0,0.7857142857142857,0.7857142857142857,0.12620281436102662,2.2373162139234735,2.2373162139234735,1.0,0.7857142857142857,0.7857142857142857,0.7857,0,0,2.2373162139234735,2.2373162139234735,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0.8106312292358804,0.9660618861682849,9
120045,2025-04-01,2026-03-31,0.7389,0.4,0.7819,0.0,0.2181,13307.86,36576.89,1364.05,13307.86,6,3,6,3,0,6.0,13.0,15.0,0.5,0.5,0.10249957543887596,2.7485177932439924,2.7485177932439924,1.0,0.5,0.5,0.5,0,0,2.7485177932439924,2.7485177932439924,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.12624584717607973,0.8647376320730263,2
120046,2025-04-01,2026-03-31,0.7031,0.3125,0.7604,0.0,0.2396,8181.389999999999,24881.879999999997,793.36,7763.0,5,2,5,2,0,5.0,10.0,16.0,0.4,0.4,0.1021976040190648,3.0412778268729395,3.0412778268729395,1.0,0.4,0.4,0.4,0,0,3.0412778268729395,3.0412778268729395,1.0,0,1,0.0,0.0,0.0,0.0,0,0,0.3125,0.3125,0.3125,0.3125,0,0,0,0,0,0,0,0,0,0,0.016611295681063124,0.8204411185894154,1
